country,day,domestic_flights,international_departures,international_arrivals,total_flights
United Kingdom,2020-02-09,53.0,457.0,410.0,920.0
United Kingdom,2020-02-10,112.0,732.0,706.0,1550.0
United Kingdom,2020-02-11,120.0,726.0,686.0,1532.0
United Kingdom,2020-02-12,123.0,732.0,721.0,1576.0
United Kingdom,2020-02-13,139.0,786.0,744.0,1669.0
United Kingdom,2020-02-14,158.0,811.0,774.0,1743.0
United Kingdom,2020-02-15,67.0,545.0,560.0,1172.0
United Kingdom,2020-02-16,92.0,683.0,660.0,1435.0
United Kingdom,2020-02-17,140.0,814.0,752.0,1706.0
United Kingdom,2020-02-18,147.0,763.0,719.0,1629.0
United Kingdom,2020-02-19,157.0,738.0,726.0,1621.0
United Kingdom,2020-02-20,149.0,782.0,749.0,1680.0
United Kingdom,2020-02-21,154.0,840.0,801.0,1795.0
United Kingdom,2020-02-22,81.0,676.0,642.0,1399.0
United Kingdom,2020-02-23,110.0,772.0,729.0,1611.0
United Kingdom,2020-02-24,152.0,837.0,784.0,1773.0
United Kingdom,2020-02-25,144.0,772.0,728.0,1644.0
United Kingdom,2020-02-26,146.0,750.0,722.0,1618.0
United Kingdom,2020-02-27,145.0,778.0,741.0,1664.0
United Kingdom,2020-02-28,137.0,824.0,781.0,1742.0
United Kingdom,2020-02-29,83.0,641.0,615.0,1339.0
United Kingdom,2020-03-01,95.0,721.0,679.0,1495.0
United Kingdom,2020-03-02,125.0,732.0,728.0,1585.0
United Kingdom,2020-03-03,117.0,700.0,667.0,1484.0
United Kingdom,2020-03-04,115.0,702.0,670.0,1487.0
United Kingdom,2020-03-05,117.0,716.0,677.0,1510.0
United Kingdom,2020-03-06,119.0,738.0,724.0,1581.0
United Kingdom,2020-03-07,69.0,567.0,561.0,1197.0
United Kingdom,2020-03-08,97.0,705.0,652.0,1454.0
United Kingdom,2020-03-09,127.0,722.0,684.0,1533.0
United Kingdom,2020-03-10,122.0,643.0,611.0,1376.0
United Kingdom,2020-03-11,127.0,620.0,587.0,1334.0
United Kingdom,2020-03-12,120.0,667.0,645.0,1432.0
United Kingdom,2020-03-13,123.0,702.0,666.0,1491.0
United Kingdom,2020-03-14,80.0,536.0,504.0,1120.0
United Kingdom,2020-03-15,91.0,630.0,602.0,1323.0
United Kingdom,2020-03-16,107.0,590.0,579.0,1276.0
United Kingdom,2020-03-17,91.0,450.0,432.0,973.0
United Kingdom,2020-03-18,100.0,369.0,352.0,821.0
United Kingdom,2020-03-19,97.0,369.0,350.0,816.0
United Kingdom,2020-03-20,96.0,351.0,331.0,778.0
United Kingdom,2020-03-21,62.0,257.0,227.0,546.0
United Kingdom,2020-03-22,76.0,267.0,259.0,602.0
United Kingdom,2020-03-23,60.0,196.0,178.0,434.0
United Kingdom,2020-03-24,45.0,175.0,143.0,363.0
United Kingdom,2020-03-25,30.0,153.0,132.0,315.0
United Kingdom,2020-03-26,34.0,157.0,138.0,329.0
United Kingdom,2020-03-27,27.0,142.0,138.0,307.0
United Kingdom,2020-03-28,29.0,123.0,104.0,256.0
United Kingdom,2020-03-29,21.0,110.0,106.0,237.0
United Kingdom,2020-03-30,11.0,92.0,77.0,180.0
United Kingdom,2020-03-31,15.0,80.0,75.0,170.0
United Kingdom,2020-04-01,9.0,73.0,56.0,138.0
United Kingdom,2020-04-02,7.0,67.0,56.0,130.0
United Kingdom,2020-04-03,7.0,70.0,68.0,145.0
United Kingdom,2020-04-04,7.0,66.0,53.0,126.0
United Kingdom,2020-04-05,8.0,60.0,60.0,128.0
United Kingdom,2020-04-06,2.0,58.0,46.0,106.0
United Kingdom,2020-04-07,2.0,49.0,51.0,102.0
United Kingdom,2020-04-08,7.0,60.0,46.0,113.0
United Kingdom,2020-04-09,7.0,56.0,49.0,112.0
United Kingdom,2020-04-10,8.0,53.0,39.0,100.0
United Kingdom,2020-04-11,6.0,50.0,40.0,96.0
United Kingdom,2020-04-12,7.0,41.0,46.0,94.0
United Kingdom,2020-04-13,6.0,52.0,37.0,95.0
United Kingdom,2020-04-14,5.0,38.0,35.0,78.0
United Kingdom,2020-04-15,5.0,48.0,37.0,90.0
United Kingdom,2020-04-16,6.0,56.0,35.0,97.0
United Kingdom,2020-04-17,4.0,52.0,49.0,105.0
United Kingdom,2020-04-18,5.0,52.0,39.0,96.0
United Kingdom,2020-04-19,7.0,48.0,47.0,102.0
United Kingdom,2020-04-20,2.0,49.0,41.0,92.0
United Kingdom,2020-04-21,3.0,45.0,43.0,91.0
United Kingdom,2020-04-22,3.0,48.0,47.0,98.0
United Kingdom,2020-04-23,4.0,54.0,45.0,103.0
United Kingdom,2020-04-24,4.0,50.0,44.0,98.0
United Kingdom,2020-04-25,3.0,47.0,43.0,93.0
United Kingdom,2020-04-26,9.0,51.0,54.0,114.0
United Kingdom,2020-04-27,2.0,52.0,42.0,96.0
United Kingdom,2020-04-28,4.0,49.0,44.0,97.0
United Kingdom,2020-04-29,3.0,60.0,50.0,113.0
United Kingdom,2020-04-30,3.0,59.0,53.0,115.0
United States of America,2020-01-01,11062.0,1036.0,969.0,13067.0
United States of America,2020-01-02,13110.0,1312.0,1021.0,15443.0
United States of America,2020-01-03,12293.0,1077.0,813.0,14183.0
United States of America,2020-01-04,12079.0,1249.0,1054.0,14382.0
United States of America,2020-01-05,12179.0,1357.0,1106.0,14642.0
United States of America,2020-01-06,14222.0,1319.0,1066.0,16607.0
United States of America,2020-01-07,13951.0,1230.0,924.0,16105.0
United States of America,2020-01-08,12025.0,909.0,774.0,13708.0
United States of America,2020-01-09,14195.0,1225.0,977.0,16397.0
United States of America,2020-01-10,14351.0,1307.0,1035.0,16693.0
United States of America,2020-01-11,11435.0,1203.0,1019.0,13657.0
United States of America,2020-01-12,11026.0,1174.0,1053.0,13253.0
United States of America,2020-01-13,11963.0,1131.0,860.0,13954.0
United States of America,2020-01-14,13251.0,1334.0,1049.0,15634.0
United States of America,2020-01-15,12748.0,1345.0,979.0,15072.0
United States of America,2020-01-16,12847.0,1268.0,1024.0,15139.0
United States of America,2020-01-17,13351.0,1281.0,1059.0,15691.0
United States of America,2020-01-18,8462.0,838.0,755.0,10055.0
United States of America,2020-01-19,10242.0,1176.0,989.0,12407.0
United States of America,2020-01-20,10850.0,991.0,788.0,12629.0
United States of America,2020-01-21,13350.0,1229.0,978.0,15557.0
United States of America,2020-01-22,11789.0,966.0,802.0,13557.0
United States of America,2020-01-23,13856.0,1196.0,1011.0,16063.0
United States of America,2020-01-24,13311.0,1226.0,1016.0,15553.0
United States of America,2020-01-25,11588.0,1178.0,1050.0,13816.0
United States of America,2020-01-26,9808.0,880.0,788.0,11476.0
United States of America,2020-01-27,13403.0,1261.0,1054.0,15718.0
United States of America,2020-01-28,13914.0,1250.0,1003.0,16167.0
United States of America,2020-01-29,13171.0,1195.0,984.0,15350.0
United States of America,2020-01-30,14013.0,1174.0,1040.0,16227.0
United States of America,2020-01-31,12810.0,1019.0,860.0,14689.0
United States of America,2020-02-01,12279.0,1235.0,1039.0,14553.0
United States of America,2020-02-02,10800.0,1155.0,993.0,12948.0
United States of America,2020-02-03,13317.0,1237.0,1003.0,15557.0
United States of America,2020-02-04,13647.0,1251.0,990.0,15888.0
United States of America,2020-02-05,13121.0,1145.0,1010.0,15276.0
United States of America,2020-02-06,13003.0,1172.0,993.0,15168.0
United States of America,2020-02-07,13852.0,1228.0,1000.0,16080.0
United States of America,2020-02-08,12735.0,1174.0,1051.0,14960.0
United States of America,2020-02-09,11268.0,1160.0,1018.0,13446.0
United States of America,2020-02-10,13682.0,1177.0,997.0,15856.0
United States of America,2020-02-11,13655.0,1216.0,983.0,15854.0
United States of America,2020-02-12,13493.0,1219.0,1009.0,15721.0
United States of America,2020-02-13,13278.0,1267.0,1021.0,15566.0
United States of America,2020-02-14,14991.0,1239.0,1108.0,17338.0
United States of America,2020-02-15,11348.0,983.0,835.0,13166.0
United States of America,2020-02-16,11267.0,1222.0,1044.0,13533.0
United States of America,2020-02-17,13585.0,1297.0,1075.0,15957.0
United States of America,2020-02-18,14009.0,1248.0,982.0,16239.0
United States of America,2020-02-19,14207.0,1259.0,1002.0,16468.0
United States of America,2020-02-20,14587.0,1282.0,1047.0,16916.0
United States of America,2020-02-21,14410.0,1318.0,1062.0,16790.0
United States of America,2020-02-22,12824.0,1263.0,1032.0,15119.0
United States of America,2020-02-23,11768.0,1273.0,1069.0,14110.0
United States of America,2020-02-24,13903.0,1365.0,1053.0,16321.0
United States of America,2020-02-25,13689.0,1316.0,1000.0,16005.0
United States of America,2020-02-26,13644.0,1210.0,1006.0,15860.0
United States of America,2020-02-27,14790.0,1182.0,1027.0,16999.0
United States of America,2020-02-28,15054.0,1207.0,1086.0,17347.0
United States of America,2020-02-29,13163.0,1212.0,1085.0,15460.0
United States of America,2020-03-01,11317.0,1139.0,1009.0,13465.0
United States of America,2020-03-02,13356.0,1241.0,1009.0,15606.0
United States of America,2020-03-03,13389.0,1209.0,951.0,15549.0
United States of America,2020-03-04,13218.0,1146.0,976.0,15340.0
United States of America,2020-03-05,13514.0,1283.0,1016.0,15813.0
United States of America,2020-03-06,13759.0,1283.0,1032.0,16074.0
United States of America,2020-03-07,12408.0,1271.0,1072.0,14751.0
United States of America,2020-03-08,12427.0,1167.0,1166.0,14760.0
United States of America,2020-03-09,13830.0,1169.0,1155.0,16154.0
United States of America,2020-03-10,13280.0,1316.0,1057.0,15653.0
United States of America,2020-03-11,13618.0,1193.0,1169.0,15980.0
United States of America,2020-03-12,13854.0,1283.0,1103.0,16240.0
United States of America,2020-03-13,13250.0,1352.0,1114.0,15716.0
United States of America,2020-03-14,12136.0,1405.0,956.0,14497.0
United States of America,2020-03-15,12029.0,1292.0,966.0,14287.0
United States of America,2020-03-16,12516.0,1293.0,912.0,14721.0
United States of America,2020-03-17,13233.0,1248.0,874.0,15355.0
United States of America,2020-03-18,12380.0,1112.0,859.0,14351.0
United States of America,2020-03-19,11707.0,1095.0,835.0,13637.0
United States of America,2020-03-20,11077.0,1004.0,764.0,12845.0
United States of America,2020-03-21,9097.0,895.0,649.0,10641.0
United States of America,2020-03-22,8386.0,865.0,648.0,9899.0
United States of America,2020-03-23,8432.0,787.0,447.0,9666.0
United States of America,2020-03-24,8654.0,648.0,425.0,9727.0
United States of America,2020-03-25,7618.0,700.0,389.0,8707.0
United States of America,2020-03-26,7920.0,555.0,353.0,8828.0
United States of America,2020-03-27,6950.0,447.0,367.0,7764.0
United States of America,2020-03-28,6252.0,443.0,300.0,6995.0
United States of America,2020-03-29,6109.0,439.0,298.0,6846.0
United States of America,2020-03-30,6276.0,435.0,244.0,6955.0
United States of America,2020-03-31,6252.0,440.0,244.0,6936.0
United States of America,2020-04-01,6207.0,424.0,237.0,6868.0
United States of America,2020-04-02,5818.0,380.0,211.0,6409.0
United States of America,2020-04-03,5729.0,399.0,198.0,6326.0
United States of America,2020-04-04,4847.0,333.0,193.0,5373.0
United States of America,2020-04-05,4670.0,282.0,185.0,5137.0
United States of America,2020-04-06,5198.0,228.0,199.0,5625.0
United States of America,2020-04-07,5146.0,308.0,191.0,5645.0
United States of America,2020-04-08,4788.0,318.0,219.0,5325.0
United States of America,2020-04-09,4809.0,386.0,182.0,5377.0
United States of America,2020-04-10,4658.0,317.0,160.0,5135.0
United States of America,2020-04-11,3949.0,263.0,169.0,4381.0
United States of America,2020-04-12,3440.0,259.0,187.0,3886.0
United States of America,2020-04-13,4022.0,310.0,165.0,4497.0
United States of America,2020-04-14,4143.0,296.0,162.0,4601.0
United States of America,2020-04-15,3929.0,295.0,176.0,4400.0
United States of America,2020-04-16,3836.0,292.0,178.0,4306.0
United States of America,2020-04-17,3602.0,251.0,184.0,4037.0
United States of America,2020-04-18,3074.0,269.0,174.0,3517.0
United States of America,2020-04-19,2999.0,238.0,162.0,3399.0
United States of America,2020-04-20,3146.0,283.0,143.0,3572.0
United States of America,2020-04-21,3575.0,239.0,159.0,3973.0
United States of America,2020-04-22,3656.0,225.0,181.0,4062.0
United States of America,2020-04-23,3674.0,234.0,176.0,4084.0
United States of America,2020-04-24,3565.0,247.0,184.0,3996.0
United States of America,2020-04-25,3109.0,240.0,162.0,3511.0
United States of America,2020-04-26,2913.0,220.0,195.0,3328.0
United States of America,2020-04-27,3309.0,240.0,157.0,3706.0
United States of America,2020-04-28,3625.0,273.0,163.0,4061.0
United States of America,2020-04-29,3765.0,252.0,195.0,4212.0
United States of America,2020-04-30,3660.0,233.0,180.0,4073.0
Zambia,2020-02-27,1.0,11.0,19.0,31.0
Zambia,2020-04-01,1.0,,33.0,
Afghanistan,2020-01-01,,1.0,1.0,
Afghanistan,2020-01-05,,1.0,2.0,
Afghanistan,2020-01-06,,1.0,2.0,
Afghanistan,2020-01-09,,1.0,2.0,
Afghanistan,2020-01-12,,1.0,1.0,
Afghanistan,2020-01-14,,1.0,4.0,
Afghanistan,2020-01-17,,1.0,8.0,
Afghanistan,2020-01-23,,1.0,1.0,
Afghanistan,2020-01-24,,2.0,1.0,
Afghanistan,2020-01-27,,1.0,5.0,
Afghanistan,2020-01-28,,3.0,4.0,
Afghanistan,2020-01-29,,5.0,1.0,
Afghanistan,2020-01-30,,4.0,4.0,
Afghanistan,2020-02-01,,3.0,4.0,
Afghanistan,2020-02-04,,2.0,1.0,
Afghanistan,2020-02-05,,2.0,1.0,
Afghanistan,2020-02-06,,2.0,,
Afghanistan,2020-02-07,,3.0,6.0,
Afghanistan,2020-02-08,,1.0,6.0,
Afghanistan,2020-02-09,,1.0,1.0,
Afghanistan,2020-02-10,,1.0,,
Afghanistan,2020-02-11,,4.0,2.0,
Afghanistan,2020-02-12,,1.0,1.0,
Afghanistan,2020-02-13,,1.0,6.0,
Afghanistan,2020-02-14,,3.0,2.0,
Afghanistan,2020-02-18,,1.0,2.0,
Afghanistan,2020-02-20,,2.0,4.0,
Afghanistan,2020-02-21,,1.0,6.0,
Afghanistan,2020-02-23,,1.0,2.0,
Afghanistan,2020-02-25,,1.0,3.0,
Afghanistan,2020-02-26,,1.0,,
Afghanistan,2020-03-02,,1.0,,
Afghanistan,2020-03-06,,1.0,4.0,
Afghanistan,2020-03-07,,2.0,7.0,
Afghanistan,2020-03-09,,1.0,,
Afghanistan,2020-03-14,,3.0,4.0,
Afghanistan,2020-03-15,,3.0,9.0,
Afghanistan,2020-03-16,,9.0,19.0,
Afghanistan,2020-03-17,,2.0,6.0,
Afghanistan,2020-03-20,,1.0,,
Afghanistan,2020-03-21,,1.0,5.0,
Afghanistan,2020-03-22,,4.0,4.0,
Afghanistan,2020-03-23,,3.0,2.0,
Afghanistan,2020-03-24,,5.0,,
Afghanistan,2020-03-25,,1.0,1.0,
Afghanistan,2020-03-28,,1.0,2.0,
Afghanistan,2020-04-01,,2.0,4.0,
Afghanistan,2020-04-02,,1.0,4.0,
Afghanistan,2020-04-03,,1.0,6.0,
Afghanistan,2020-04-04,,1.0,2.0,
Afghanistan,2020-04-05,,1.0,3.0,
Afghanistan,2020-04-27,,1.0,,
Algeria,2020-01-01,,31.0,28.0,
Algeria,2020-01-02,,41.0,25.0,
Algeria,2020-01-03,,37.0,27.0,
Algeria,2020-01-04,,36.0,25.0,
Algeria,2020-01-05,,41.0,25.0,
Algeria,2020-01-06,,37.0,25.0,
Algeria,2020-01-07,,30.0,26.0,
Algeria,2020-01-08,,34.0,19.0,
Algeria,2020-01-09,,34.0,25.0,
Algeria,2020-01-10,,40.0,26.0,
Algeria,2020-01-11,,35.0,26.0,
Algeria,2020-01-12,,42.0,28.0,
Algeria,2020-01-13,,35.0,27.0,
Algeria,2020-01-15,,34.0,29.0,
Algeria,2020-01-16,,35.0,26.0,
Algeria,2020-01-20,,38.0,33.0,
Algeria,2020-01-21,,37.0,37.0,
Algeria,2020-01-27,,35.0,20.0,
Algeria,2020-02-01,,31.0,23.0,
Algeria,2020-02-02,,34.0,29.0,
Algeria,2020-02-03,,36.0,35.0,
Algeria,2020-02-04,,35.0,30.0,
Algeria,2020-02-05,,31.0,29.0,
Algeria,2020-02-06,,35.0,34.0,
Algeria,2020-02-07,,37.0,21.0,
Algeria,2020-02-08,,36.0,16.0,
Algeria,2020-02-09,,38.0,18.0,
Algeria,2020-02-11,,32.0,27.0,
Algeria,2020-02-12,,2.0,4.0,
Algeria,2020-02-13,,1.0,3.0,
Algeria,2020-02-14,,39.0,41.0,
Algeria,2020-02-15,,14.0,21.0,
Algeria,2020-02-16,,13.0,22.0,
Algeria,2020-02-17,,8.0,3.0,
Algeria,2020-02-19,,13.0,16.0,
Algeria,2020-02-21,,42.0,35.0,
Algeria,2020-02-26,,30.0,13.0,
Algeria,2020-02-27,,35.0,31.0,
Algeria,2020-02-28,,41.0,24.0,
Algeria,2020-03-01,,29.0,20.0,
Algeria,2020-03-02,,29.0,10.0,
Algeria,2020-03-03,,29.0,15.0,
Algeria,2020-03-04,,26.0,15.0,
Algeria,2020-03-05,,30.0,29.0,
Algeria,2020-03-06,,29.0,9.0,
Algeria,2020-03-07,,27.0,15.0,
Algeria,2020-03-08,,29.0,21.0,
Algeria,2020-03-09,,31.0,9.0,
Algeria,2020-03-11,,25.0,17.0,
Algeria,2020-03-12,,27.0,26.0,
Algeria,2020-03-13,,29.0,17.0,
Algeria,2020-03-14,,27.0,24.0,
Algeria,2020-03-15,,28.0,21.0,
Algeria,2020-03-16,,20.0,2.0,
Algeria,2020-03-17,,20.0,7.0,
Algeria,2020-03-18,,2.0,1.0,
Algeria,2020-03-19,,1.0,,
Algeria,2020-03-21,,2.0,,
Algeria,2020-03-23,,2.0,,
Algeria,2020-03-27,,1.0,,
Algeria,2020-03-28,,1.0,,
Algeria,2020-03-29,,3.0,,
Algeria,2020-03-30,,1.0,,
Algeria,2020-03-31,,1.0,,
Algeria,2020-04-02,,1.0,1.0,
Algeria,2020-04-04,,1.0,,
Algeria,2020-04-05,,1.0,,
Algeria,2020-04-08,,1.0,,
Algeria,2020-04-10,,1.0,,
Algeria,2020-04-11,,2.0,1.0,
Algeria,2020-04-15,,1.0,,
Algeria,2020-04-16,,1.0,1.0,
Algeria,2020-04-17,,1.0,,
Algeria,2020-04-18,,1.0,,
Algeria,2020-04-30,,1.0,1.0,
Antigua and Barbuda,2020-01-03,,1.0,3.0,
Antigua and Barbuda,2020-01-11,,1.0,1.0,
Antigua and Barbuda,2020-01-29,,1.0,,
Antigua and Barbuda,2020-02-07,,1.0,,
Antigua and Barbuda,2020-03-08,,1.0,,
Antigua and Barbuda,2020-04-17,,1.0,,
Argentina,2020-01-02,,41.0,39.0,
Argentina,2020-01-03,,32.0,26.0,
Argentina,2020-01-04,,43.0,44.0,
Argentina,2020-01-05,,13.0,,
Argentina,2020-01-06,,1.0,1.0,
Argentina,2020-01-07,,1.0,1.0,
Argentina,2020-01-08,,1.0,,
Argentina,2020-01-09,,1.0,,
Argentina,2020-01-12,,1.0,,
Argentina,2020-01-14,,6.0,10.0,
Argentina,2020-01-16,,43.0,44.0,
Argentina,2020-01-17,,45.0,46.0,
Argentina,2020-01-22,,29.0,28.0,
Argentina,2020-01-25,,47.0,48.0,
Argentina,2020-01-26,,27.0,30.0,
Argentina,2020-01-27,,47.0,48.0,
Argentina,2020-01-28,,39.0,42.0,
Argentina,2020-01-29,,43.0,49.0,
Argentina,2020-01-31,,29.0,28.0,
Argentina,2020-02-01,,42.0,45.0,
Argentina,2020-02-02,,14.0,1.0,
Argentina,2020-02-03,,4.0,11.0,
Argentina,2020-02-04,,40.0,38.0,
Argentina,2020-02-05,,49.0,43.0,
Argentina,2020-02-06,,45.0,45.0,
Argentina,2020-02-07,,49.0,45.0,
Argentina,2020-02-08,,56.0,50.0,
Argentina,2020-02-10,,56.0,48.0,
Argentina,2020-02-11,,47.0,43.0,
Argentina,2020-02-12,,47.0,44.0,
Argentina,2020-02-14,,47.0,47.0,
Argentina,2020-02-15,,39.0,30.0,
Argentina,2020-02-16,,48.0,47.0,
Argentina,2020-02-17,,50.0,42.0,
Argentina,2020-02-18,,44.0,40.0,
Argentina,2020-02-19,,50.0,46.0,
Argentina,2020-02-20,,47.0,45.0,
Argentina,2020-02-21,,51.0,48.0,
Argentina,2020-02-23,,47.0,47.0,
Argentina,2020-02-24,,56.0,46.0,
Argentina,2020-02-26,,14.0,17.0,
Argentina,2020-02-27,,47.0,48.0,
Argentina,2020-02-28,,48.0,45.0,
Argentina,2020-02-29,,52.0,46.0,
Argentina,2020-03-01,,12.0,2.0,
Argentina,2020-03-02,,2.0,3.0,
Argentina,2020-03-04,,1.0,1.0,
Argentina,2020-03-05,,1.0,1.0,
Argentina,2020-03-06,,6.0,14.0,
Argentina,2020-03-10,,47.0,50.0,
Argentina,2020-03-11,,42.0,50.0,
Argentina,2020-03-13,,32.0,37.0,
Argentina,2020-03-14,,4.0,2.0,
Argentina,2020-03-15,,19.0,39.0,
Argentina,2020-03-19,,25.0,19.0,
Argentina,2020-03-20,,19.0,26.0,
Argentina,2020-03-21,,18.0,21.0,
Argentina,2020-03-22,,6.0,5.0,
Argentina,2020-03-26,,4.0,3.0,
Argentina,2020-03-28,,1.0,1.0,
Argentina,2020-03-30,,2.0,2.0,
Argentina,2020-03-31,,4.0,4.0,
Argentina,2020-04-01,,4.0,2.0,
Argentina,2020-04-02,,3.0,1.0,
Argentina,2020-04-03,,1.0,4.0,
Argentina,2020-04-04,,1.0,,
Argentina,2020-04-05,,1.0,1.0,
Argentina,2020-04-06,,4.0,1.0,
Argentina,2020-04-07,,6.0,3.0,
Argentina,2020-04-08,,3.0,3.0,
Argentina,2020-04-09,,4.0,,
Argentina,2020-04-10,,1.0,2.0,
Argentina,2020-04-11,,1.0,,
Argentina,2020-04-12,,1.0,,
Argentina,2020-04-13,,2.0,3.0,
Argentina,2020-04-14,,4.0,2.0,
Argentina,2020-04-15,,3.0,2.0,
Argentina,2020-04-16,,3.0,,
Argentina,2020-04-17,,1.0,3.0,
Argentina,2020-04-18,,2.0,3.0,
Argentina,2020-04-20,,4.0,2.0,
Argentina,2020-04-21,,4.0,3.0,
Argentina,2020-04-22,,1.0,2.0,
Argentina,2020-04-23,,2.0,,
Argentina,2020-04-24,,2.0,,
Argentina,2020-04-25,,1.0,3.0,
Argentina,2020-04-26,,3.0,1.0,
Argentina,2020-04-27,,3.0,3.0,
Argentina,2020-04-28,,2.0,1.0,
Argentina,2020-04-29,,5.0,6.0,
Argentina,2020-04-30,,4.0,1.0,
Armenia,2020-01-01,,18.0,15.0,
Armenia,2020-01-02,,17.0,14.0,
Armenia,2020-01-03,,18.0,11.0,
Armenia,2020-01-04,,19.0,18.0,
Armenia,2020-01-05,,19.0,16.0,
Armenia,2020-01-06,,22.0,23.0,
Armenia,2020-01-08,,18.0,13.0,
Armenia,2020-01-09,,18.0,17.0,
Armenia,2020-01-10,,19.0,17.0,
Armenia,2020-01-11,,20.0,20.0,
Armenia,2020-01-13,,17.0,12.0,
Armenia,2020-01-14,,14.0,13.0,
Armenia,2020-01-15,,19.0,15.0,
Armenia,2020-01-16,,16.0,13.0,
Armenia,2020-01-18,,11.0,13.0,
Armenia,2020-01-19,,18.0,15.0,
Armenia,2020-01-20,,17.0,15.0,
Armenia,2020-01-21,,15.0,14.0,
Armenia,2020-01-23,,14.0,14.0,
Armenia,2020-01-24,,15.0,15.0,
Armenia,2020-01-25,,17.0,18.0,
Armenia,2020-01-26,,16.0,11.0,
Armenia,2020-01-27,,20.0,17.0,
Armenia,2020-01-28,,14.0,14.0,
Armenia,2020-01-29,,19.0,15.0,
Armenia,2020-01-30,,12.0,11.0,
Armenia,2020-01-31,,18.0,14.0,
Armenia,2020-02-01,,18.0,15.0,
Armenia,2020-02-02,,19.0,16.0,
Armenia,2020-02-03,,21.0,19.0,
Armenia,2020-02-04,,13.0,12.0,
Armenia,2020-02-05,,18.0,15.0,
Armenia,2020-02-06,,12.0,6.0,
Armenia,2020-02-07,,7.0,8.0,
Armenia,2020-02-08,,14.0,13.0,
Armenia,2020-02-10,,20.0,17.0,
Armenia,2020-02-11,,14.0,15.0,
Armenia,2020-02-12,,16.0,13.0,
Armenia,2020-02-13,,15.0,11.0,
Armenia,2020-02-14,,19.0,16.0,
Armenia,2020-02-15,,16.0,14.0,
Armenia,2020-02-16,,13.0,9.0,
Armenia,2020-02-17,,22.0,20.0,
Armenia,2020-02-18,,14.0,14.0,
Armenia,2020-02-19,,17.0,15.0,
Armenia,2020-02-20,,16.0,14.0,
Armenia,2020-02-22,,15.0,15.0,
Armenia,2020-02-23,,20.0,17.0,
Armenia,2020-02-24,,20.0,18.0,
Armenia,2020-02-25,,15.0,15.0,
Armenia,2020-02-26,,19.0,16.0,
Armenia,2020-02-27,,16.0,14.0,
Armenia,2020-02-28,,19.0,16.0,
Armenia,2020-02-29,,14.0,13.0,
Armenia,2020-03-01,,9.0,9.0,
Armenia,2020-03-02,,19.0,13.0,
Armenia,2020-03-03,,15.0,14.0,
Armenia,2020-03-05,,15.0,9.0,
Armenia,2020-03-06,,15.0,11.0,
Armenia,2020-03-07,,6.0,4.0,
Armenia,2020-03-08,,12.0,10.0,
Armenia,2020-03-09,,21.0,11.0,
Armenia,2020-03-10,,13.0,13.0,
Armenia,2020-03-11,,14.0,10.0,
Armenia,2020-03-12,,14.0,9.0,
Armenia,2020-03-13,,18.0,13.0,
Armenia,2020-03-14,,14.0,13.0,
Armenia,2020-03-15,,16.0,12.0,
Armenia,2020-03-16,,20.0,10.0,
Armenia,2020-03-17,,14.0,9.0,
Armenia,2020-03-18,,16.0,10.0,
Armenia,2020-03-19,,7.0,2.0,
Armenia,2020-03-21,,4.0,2.0,
Armenia,2020-03-23,,3.0,1.0,
Armenia,2020-03-24,,3.0,1.0,
Armenia,2020-03-25,,3.0,1.0,
Armenia,2020-03-26,,5.0,3.0,
Armenia,2020-03-27,,4.0,1.0,
Armenia,2020-03-28,,5.0,3.0,
Armenia,2020-03-29,,2.0,,
Armenia,2020-03-30,,2.0,,
Armenia,2020-03-31,,1.0,,
Armenia,2020-04-01,,1.0,,
Armenia,2020-04-03,,1.0,,
Armenia,2020-04-06,,1.0,,
Armenia,2020-04-11,,1.0,,
Armenia,2020-04-13,,1.0,,
Armenia,2020-04-16,,1.0,,
Armenia,2020-04-18,,1.0,,
Armenia,2020-04-20,,1.0,,
Armenia,2020-04-21,,1.0,,
Armenia,2020-04-22,,1.0,,
Armenia,2020-04-23,,1.0,,
Armenia,2020-04-25,,1.0,,
Armenia,2020-04-27,,2.0,,
Armenia,2020-04-28,,1.0,,
Armenia,2020-04-29,,1.0,,
Aruba,2020-01-03,,1.0,,
Aruba,2020-01-06,,1.0,2.0,
Aruba,2020-01-07,,1.0,,
Aruba,2020-01-15,,1.0,,
Aruba,2020-01-16,,1.0,,
Aruba,2020-01-27,,1.0,,
Aruba,2020-01-29,,1.0,,
Aruba,2020-01-30,,1.0,,
Aruba,2020-02-05,,1.0,,
Aruba,2020-02-06,,1.0,,
Aruba,2020-02-09,,1.0,,
Aruba,2020-02-12,,2.0,1.0,
Aruba,2020-02-13,,1.0,,
Aruba,2020-02-19,,1.0,,
Aruba,2020-02-20,,1.0,1.0,
Aruba,2020-02-24,,1.0,,
Aruba,2020-02-25,,2.0,,
Aruba,2020-02-27,,1.0,,
Aruba,2020-03-02,,1.0,,
Aruba,2020-03-16,,1.0,4.0,
Aruba,2020-03-17,,1.0,1.0,
Aruba,2020-03-24,,1.0,,
Aruba,2020-03-25,,1.0,,
Aruba,2020-03-30,,1.0,,
Aruba,2020-04-30,,1.0,,
Austria,2020-01-06,,196.0,203.0,
Austria,2020-03-17,,67.0,58.0,
Austria,2020-03-18,,59.0,48.0,
Austria,2020-03-19,,28.0,25.0,
Austria,2020-03-23,,15.0,11.0,
Austria,2020-03-25,,10.0,10.0,
Austria,2020-03-26,,12.0,9.0,
